interview__key,sdd_hhid,sdd_indid,hh_b01,hh_b02,hh_b03_1,hh_b03_2,hh_b04,hh_b05,hh_b06,hh_b07,hh_b08,hh_b09_1,hh_b0a,hh_b0b,hh_b10,hh_b11,hh_b12_1,hh_b12_2,hh_b13,hh_b14,hh_b15_1,hh_b15_2,hh_b16,hh_b17,hh_b18,hh_b19,hh_b20,hh_b21_1,hh_b21_2,hh_b21_3,hh_b21_4,hh_b22,hh_b23_1,hh_b23_2,hh_b23_3,hh_b23_4,hh_b24,hh_b25,hh_b26,hh_b27_2,hh_b27_3,hh_b28,hh_b29_2,hh_b29_3,y4_hhid
24-83-68-12,0566-001-001,2,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,33,SPOUSE,2,YES,31,YES,YES,,0,AGRICULTURE/LIVESTOCK,LIVING OUT OF THE HOUSEHOLD,,,SOME PRIMARY,LIVING OUT OF THE HOUSEHOLD,,,COMPLETED PRIMARY,YES,MONOGAMOUS MARRIED,IN FIRST MARRIAGE,RELIGIOUS,,,,YES,1,,,,NO,,3,RUKWA,NKASI,BETTER SERVICES/HOUSING,RUKWA,NKASI,0566-001
24-83-68-12,0566-001-001,3,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,9,SON/DAUGHTER,3,YES,31,YES,NO,1,0,STUDENT,FATHER IS A MEMBER OF HOUSEHOLD,1,,,MOTHER IS A MEMBER OF HOUSEHOLD,2,,,NO,,,,,,,,,,,,,,,,,,,,0566-001
24-83-68-12,0566-001-001,4,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,7,SON/DAUGHTER,4,YES,31,YES,NO,1,0,STUDENT,FATHER IS A MEMBER OF HOUSEHOLD,1,,,MOTHER IS A MEMBER OF HOUSEHOLD,2,,,NO,,,,,,,,,,,,,,,,,,,,0566-001
24-83-68-12,0566-001-001,5,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,4,SON/DAUGHTER,5,YES,31,YES,NO,1,0,TOO YOUNG,FATHER IS A MEMBER OF HOUSEHOLD,1,,,MOTHER IS A MEMBER OF HOUSEHOLD,2,,,NO,,,,,,,,,,,,,,,,,,,,0566-001
24-83-68-12,0566-001-001,6,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,2,SON/DAUGHTER,NOT PREVIOUSLY PRESENT,YES,31,YES,NO,1,0,TOO YOUNG,FATHER IS A MEMBER OF HOUSEHOLD,1,,,MOTHER IS A MEMBER OF HOUSEHOLD,2,,,NO,,,,,,,,,,,,,,,,,,,,0566-001
28-88-07-10,0567-001-001,1,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,32,HEAD,1,YES,31,YES,YES,,0,AGRICULTURE/LIVESTOCK,DEAD,,13,COMPLETED PRIMARY,LIVING OUT OF THE HOUSEHOLD,,,NO SCHOOL,YES,MONOGAMOUS MARRIED,IN FIRST MARRIAGE,RELIGIOUS,,,,YES,2,,,,NO,,LIVED HERE SINCE BIRTH,,,,,,0567-001
28-88-07-10,0567-001-001,2,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,28,SPOUSE,2,YES,31,YES,YES,,0,AGRICULTURE/LIVESTOCK,LIVING OUT OF THE HOUSEHOLD,,,COMPLETED PRIMARY,LIVING OUT OF THE HOUSEHOLD,,,COMPLETED PRIMARY,YES,MONOGAMOUS MARRIED,IN FIRST MARRIAGE,RELIGIOUS,,,,YES,1,,,,NO,,LIVED HERE SINCE BIRTH,,,,,,0567-001
28-88-07-10,0567-001-001,3,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,9,SON/DAUGHTER,3,YES,31,YES,NO,2,0,STUDENT,FATHER IS A MEMBER OF HOUSEHOLD,1,,,MOTHER IS A MEMBER OF HOUSEHOLD,2,,,NO,,,,,,,,,,,,,,,,,,,,0567-001
28-88-07-10,0567-001-001,4,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,7,SON/DAUGHTER,4,YES,31,YES,NO,2,0,STUDENT,FATHER IS A MEMBER OF HOUSEHOLD,1,,,MOTHER IS A MEMBER OF HOUSEHOLD,2,,,NO,,,,,,,,,,,,,,,,,,,,0567-001
28-88-07-10,0567-001-001,5,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,4,SON/DAUGHTER,5,YES,31,YES,NO,2,0,TOO YOUNG,FATHER IS A MEMBER OF HOUSEHOLD,1,,,MOTHER IS A MEMBER OF HOUSEHOLD,2,,,NO,,,,,,,,,,,,,,,,,,,,0567-001
28-88-07-10,0567-001-001,6,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,2,SON/DAUGHTER,NOT PREVIOUSLY PRESENT,YES,31,YES,NO,2,0,TOO YOUNG,FATHER IS A MEMBER OF HOUSEHOLD,1,,,MOTHER IS A MEMBER OF HOUSEHOLD,2,,,NO,,,,,,,,,,,,,,,,,,,,0567-001
38-87-96-66,0568-001-001,1,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,40,HEAD,1,YES,31,YES,YES,,0,AGRICULTURE/LIVESTOCK,DEAD,,32,COMPLETED PRIMARY,LIVING OUT OF THE HOUSEHOLD,,,NO SCHOOL,YES,MONOGAMOUS MARRIED,IN FIRST MARRIAGE,RELIGIOUS,,,,YES,2,,,,NO,,LIVED HERE SINCE BIRTH,,,,,,0568-001
38-87-96-66,0568-001-001,2,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,38,SPOUSE,2,YES,31,YES,YES,,0,AGRICULTURE/LIVESTOCK,LIVING OUT OF THE HOUSEHOLD,,,COMPLETED PRIMARY,LIVING OUT OF THE HOUSEHOLD,,,NO SCHOOL,YES,MONOGAMOUS MARRIED,IN FIRST MARRIAGE,RELIGIOUS,,,,YES,1,,,,NO,,LIVED HERE SINCE BIRTH,,,,,,0568-001
38-87-96-66,0568-001-001,3,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,17,SON/DAUGHTER,3,NO,15,YES,NO,1,0,AGRICULTURE/LIVESTOCK,FATHER IS A MEMBER OF HOUSEHOLD,1,,,MOTHER IS A MEMBER OF HOUSEHOLD,2,,,YES,NEVER MARRIED,,,,,,,,,,,,,LIVED HERE SINCE BIRTH,,,,,,0568-001
38-87-96-66,0568-001-001,4,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,15,SON/DAUGHTER,4,YES,31,YES,NO,2,0,STUDENT,FATHER IS A MEMBER OF HOUSEHOLD,1,,,MOTHER IS A MEMBER OF HOUSEHOLD,2,,,YES,NEVER MARRIED,,,,,,,,,,,,,LIVED HERE SINCE BIRTH,,,,,,0568-001
38-87-96-66,0568-001-001,5,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,13,SON/DAUGHTER,5,YES,31,YES,NO,2,0,STUDENT,FATHER IS A MEMBER OF HOUSEHOLD,1,,,MOTHER IS A MEMBER OF HOUSEHOLD,2,,,YES,NEVER MARRIED,,,,,,,,,,,,,LIVED HERE SINCE BIRTH,,,,,,0568-001
38-87-96-66,0568-001-001,6,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,9,SON/DAUGHTER,6,YES,31,YES,NO,2,0,STUDENT,FATHER IS A MEMBER OF HOUSEHOLD,1,,,MOTHER IS A MEMBER OF HOUSEHOLD,2,,,NO,,,,,,,,,,,,,,,,,,,,0568-001
38-87-96-66,0568-001-001,7,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,6,SON/DAUGHTER,7,YES,31,YES,NO,2,0,STUDENT,FATHER IS A MEMBER OF HOUSEHOLD,1,,,MOTHER IS A MEMBER OF HOUSEHOLD,2,,,NO,,,,,,,,,,,,,,,,,,,,0568-001
83-04-78-20,0569-001-001,1,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,44,HEAD,1,YES,31,YES,YES,,0,NO JOB,LIVING OUT OF THE HOUSEHOLD,,,SOME PRIMARY,DEAD,,41,SOME PRIMARY,YES,POLYGAMOUS MARRIED,IN FIRST MARRIAGE,TRADITIONAL,TRADITIONAL,,,YES,2,,,,YES,1,3,RUKWA,SUMBAWANGA RURAL,OTHER FAMILY REASONS,RUKWA,SUMBAWANGA RURAL,0569-001
83-04-78-20,0569-001-001,2,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,36,SPOUSE,2,YES,31,YES,YES,,0,AGRICULTURE/LIVESTOCK,LIVING OUT OF THE HOUSEHOLD,,,COMPLETED PRIMARY,DEAD,,4,DON'T KNOW,YES,MONOGAMOUS MARRIED,IN FIRST MARRIAGE,TRADITIONAL,,,,YES,1,,,,NO,,20,SIMIYU,MASWA,MARRIAGE,SIMIYU,MASWA,0569-001
83-04-78-20,0569-001-001,3,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,18,SON/DAUGHTER,3,YES,31,YES,YES,,0,AGRICULTURE/LIVESTOCK,FATHER IS A MEMBER OF HOUSEHOLD,1,,,MOTHER IS A MEMBER OF HOUSEHOLD,2,,,YES,NEVER MARRIED,,,,,,,,,,,,,LIVED HERE SINCE BIRTH,,,,,,0569-001
83-04-78-20,0569-001-001,4,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,16,SON/DAUGHTER,4,YES,31,YES,NO,2,8,STUDENT,FATHER IS A MEMBER OF HOUSEHOLD,1,,,MOTHER IS A MEMBER OF HOUSEHOLD,2,,,YES,NEVER MARRIED,,,,,,,,,,,,,LIVED HERE SINCE BIRTH,,,,,,0569-001
83-04-78-20,0569-001-001,5,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,14,SON/DAUGHTER,5,YES,31,YES,NO,2,9,STUDENT,FATHER IS A MEMBER OF HOUSEHOLD,1,,,MOTHER IS A MEMBER OF HOUSEHOLD,2,,,YES,NEVER MARRIED,,,,,,,,,,,,,LIVED HERE SINCE BIRTH,,,,,,0569-001
83-04-78-20,0569-001-001,6,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,11,SON/DAUGHTER,6,YES,31,YES,NO,2,0,STUDENT,FATHER IS A MEMBER OF HOUSEHOLD,1,,,MOTHER IS A MEMBER OF HOUSEHOLD,2,,,NO,,,,,,,,,,,,,,,,,,,,0569-001
83-04-78-20,0569-001-001,7,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,10,SON/DAUGHTER,7,YES,31,YES,NO,2,0,STUDENT,FATHER IS A MEMBER OF HOUSEHOLD,1,,,MOTHER IS A MEMBER OF HOUSEHOLD,2,,,NO,,,,,,,,,,,,,,,,,,,,0569-001
83-04-78-20,0569-001-001,8,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,7,SON/DAUGHTER,8,YES,31,YES,NO,2,0,STUDENT,FATHER IS A MEMBER OF HOUSEHOLD,1,,,MOTHER IS A MEMBER OF HOUSEHOLD,2,,,NO,,,,,,,,,,,,,,,,,,,,0569-001
83-04-78-20,0569-001-001,9,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,3,SON/DAUGHTER,NOT PREVIOUSLY PRESENT,YES,31,YES,NO,2,0,TOO YOUNG,FATHER IS A MEMBER OF HOUSEHOLD,1,,,MOTHER IS A MEMBER OF HOUSEHOLD,2,,,NO,,,,,,,,,,,,,,,,,,,,0569-001
83-04-78-20,0569-001-001,10,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,1,SON/DAUGHTER,NOT PREVIOUSLY PRESENT,YES,31,YES,NO,2,0,TOO YOUNG,FATHER IS A MEMBER OF HOUSEHOLD,1,,,MOTHER IS A MEMBER OF HOUSEHOLD,2,,,NO,,,,,,,,,,,,,,,,,,,,0569-001
15-73-35-36,0570-001-001,1,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,31,HEAD,1,YES,31,YES,YES,,0,EMPLOYED: PRIVATE SECTOR,LIVING OUT OF THE HOUSEHOLD,,,COMPLETED PRIMARY,LIVING OUT OF THE HOUSEHOLD,,,SOME PRIMARY,YES,MONOGAMOUS MARRIED,IN FIRST MARRIAGE,TRADITIONAL,,,,YES,2,,,,NO,,7,RUKWA,NKASI,WORK RELATED,RUKWA,NKASI,0570-001
15-73-35-36,0570-001-001,2,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,30,SPOUSE,2,YES,31,YES,YES,,0,EMPLOYED (NOT AG): WITHOUT EMPLOYEES,LIVING OUT OF THE HOUSEHOLD,,,COMPLETED PRIMARY,LIVING OUT OF THE HOUSEHOLD,,,COMPLETED PRIMARY,YES,MONOGAMOUS MARRIED,IN FIRST MARRIAGE,TRADITIONAL,,,,YES,1,,,,NO,,7,RUKWA,NKASI,MARRIAGE,RUKWA,NKASI,0570-001
15-73-35-36,0570-001-001,3,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,6,SON/DAUGHTER,3,YES,31,YES,NO,2,0,STUDENT,FATHER IS A MEMBER OF HOUSEHOLD,1,,,MOTHER IS A MEMBER OF HOUSEHOLD,2,,,NO,,,,,,,,,,,,,,,,,,,,0570-001
15-73-35-36,0570-001-001,4,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,6,SON/DAUGHTER,4,YES,31,YES,NO,2,0,STUDENT,FATHER IS A MEMBER OF HOUSEHOLD,1,,,MOTHER IS A MEMBER OF HOUSEHOLD,2,,,NO,,,,,,,,,,,,,,,,,,,,0570-001
15-73-35-36,0570-001-001,5,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,1,SON/DAUGHTER,NOT PREVIOUSLY PRESENT,YES,31,YES,NO,2,0,TOO YOUNG,FATHER IS A MEMBER OF HOUSEHOLD,1,,,MOTHER IS A MEMBER OF HOUSEHOLD,2,,,NO,,,,,,,,,,,,,,,,,,,,0570-001
03-83-80-72,0571-001-001,1,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,77,HEAD,1,YES,31,YES,YES,,0,AGRICULTURE/LIVESTOCK,DEAD,,37,NO SCHOOL,DEAD,,56,NO SCHOOL,YES,MONOGAMOUS MARRIED,IN FIRST MARRIAGE,RELIGIOUS,,,,YES,2,,,,NO,,38,RUKWA,NKASI,BETTER SERVICES/HOUSING,RUKWA,NKASI,0571-001
03-83-80-72,0571-001-001,2,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,70,SPOUSE,2,YES,31,YES,YES,,0,AGRICULTURE/LIVESTOCK,DEAD,,30,NO SCHOOL,DEAD,,40,NO SCHOOL,YES,MONOGAMOUS MARRIED,IN FIRST MARRIAGE,RELIGIOUS,,,,YES,1,,,,NO,,37,RUKWA,NKASI,BETTER SERVICES/HOUSING,RUKWA,NKASI,0571-001
03-83-80-72,0571-001-001,3,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,21,SON/DAUGHTER,3,YES,31,YES,YES,,0,AGRICULTURE/LIVESTOCK,FATHER IS A MEMBER OF HOUSEHOLD,1,,,MOTHER IS A MEMBER OF HOUSEHOLD,2,,,YES,NEVER MARRIED,,,,,,,,,,,,,LIVED HERE SINCE BIRTH,,,,,,0571-001
03-83-80-72,0571-001-001,4,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,11,GRANDCHILD,4,YES,31,YES,NO,1,0,STUDENT,LIVING OUT OF THE HOUSEHOLD,,,COMPLETED PRIMARY,LIVING OUT OF THE HOUSEHOLD,,,COMPLETED PRIMARY,NO,,,,,,,,,,,,,,,,,,,,0571-001
03-83-80-72,0571-001-001,5,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,12,GRANDCHILD,5,NO,31,YES,NO,1,0,STUDENT,LIVING OUT OF THE HOUSEHOLD,,,SOME PRIMARY,LIVING OUT OF THE HOUSEHOLD,,,DON'T KNOW,YES,NEVER MARRIED,,,,,,,,,,,,,LIVED HERE SINCE BIRTH,,,,,,0571-001
03-83-80-72,0571-001-001,6,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,12,GRANDCHILD,6,YES,31,YES,YES,,0,STUDENT,LIVING OUT OF THE HOUSEHOLD,,,COMPLETED PRIMARY,LIVING OUT OF THE HOUSEHOLD,,,NO SCHOOL,YES,NEVER MARRIED,,,,,,,,,,,,,LIVED HERE SINCE BIRTH,,,,,,0571-001
54-39-02-08,0571-104-001,1,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,28,HEAD,1,YES,31,YES,NO,2,0,EMPLOYED (NOT AG): WITHOUT EMPLOYEES,LIVING OUT OF THE HOUSEHOLD,,,COMPLETED PRIMARY,LIVING OUT OF THE HOUSEHOLD,,,COMPLETED PRIMARY,YES,MONOGAMOUS MARRIED,IN FIRST MARRIAGE,TRADITIONAL,,,,YES,2,,,,NO,,2,RUKWA,NKASI,BETTER SERVICES/HOUSING,RUKWA,NKASI,0571-104
54-39-02-08,0571-104-001,2,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,26,SPOUSE,2,YES,31,YES,YES,,0,UNPAID FAMILY WORK,LIVING OUT OF THE HOUSEHOLD,,,COMPLETED PRIMARY,LIVING OUT OF THE HOUSEHOLD,,,SOME PRIMARY,YES,MONOGAMOUS MARRIED,IN FIRST MARRIAGE,TRADITIONAL,,,,YES,1,,,,NO,,2,RUKWA,NKASI,BETTER SERVICES/HOUSING,RUKWA,NKASI,0571-104
54-39-02-08,0571-104-001,5,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,3,SON/DAUGHTER,NOT PREVIOUSLY PRESENT,YES,31,YES,NO,2,0,TOO YOUNG,FATHER IS A MEMBER OF HOUSEHOLD,1,,,MOTHER IS A MEMBER OF HOUSEHOLD,2,,,NO,,,,,,,,,,,,,,,,,,,,0571-104
90-97-25-55,0572-001-003,3,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,16,SON/DAUGHTER,3,YES,31,YES,YES,,0,EMPLOYED: PRIVATE SECTOR,FATHER IS A MEMBER OF HOUSEHOLD,6,,,MOTHER IS A MEMBER OF HOUSEHOLD,7,,,YES,NEVER MARRIED,,,,,,,,,,,,,LIVED HERE SINCE BIRTH,,,,,,0572-001
90-97-25-55,0572-001-003,4,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,14,SON/DAUGHTER,4,YES,31,YES,YES,,0,PAID FAMILY WORK,FATHER IS A MEMBER OF HOUSEHOLD,6,,,MOTHER IS A MEMBER OF HOUSEHOLD,7,,,YES,NEVER MARRIED,,,,,,,,,,,,,LIVED HERE SINCE BIRTH,,,,,,0572-001
90-97-25-55,0572-001-003,5,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,9,SON/DAUGHTER,5,YES,31,YES,NO,6,0,STUDENT,FATHER IS A MEMBER OF HOUSEHOLD,6,,,MOTHER IS A MEMBER OF HOUSEHOLD,7,,,NO,,,,,,,,,,,,,,,,,,,,0572-001
90-97-25-55,0572-001-003,6,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,45,HEAD,NOT PREVIOUSLY PRESENT,YES,31,YES,YES,,0,EMPLOYED: PRIVATE SECTOR,LIVING OUT OF THE HOUSEHOLD,,,NO SCHOOL,DEAD,,15,NO SCHOOL,YES,MONOGAMOUS MARRIED,IN FIRST MARRIAGE,TRADITIONAL,,,,YES,7,,,,NO,,LIVED HERE SINCE BIRTH,,,,,,0572-001
90-97-25-55,0572-001-003,7,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,35,SPOUSE,NOT PREVIOUSLY PRESENT,YES,31,YES,YES,,0,EMPLOYED: PRIVATE SECTOR,DEAD,,32,NO SCHOOL,DEAD,,33,NO SCHOOL,YES,MONOGAMOUS MARRIED,IN FIRST MARRIAGE,TRADITIONAL,,,,YES,6,,,,NO,,LIVED HERE SINCE BIRTH,,,,,,0572-001
90-97-25-55,0572-001-003,8,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,2,SON/DAUGHTER,NOT PREVIOUSLY PRESENT,YES,31,YES,NO,6,0,TOO YOUNG,FATHER IS A MEMBER OF HOUSEHOLD,3,,,MOTHER IS A MEMBER OF HOUSEHOLD,7,,,NO,,,,,,,,,,,,,,,,,,,,0572-001
90-97-25-55,0572-001-003,9,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,11,SON/DAUGHTER,NOT PREVIOUSLY PRESENT,YES,31,YES,NO,6,0,UNPAID FAMILY WORK,FATHER IS A MEMBER OF HOUSEHOLD,6,,,MOTHER IS A MEMBER OF HOUSEHOLD,7,,,NO,,,,,,,,,,,,,,,,,,,,0572-001
90-97-25-55,0572-001-003,10,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,6,SON/DAUGHTER,NOT PREVIOUSLY PRESENT,YES,31,YES,NO,6,0,TOO YOUNG,FATHER IS A MEMBER OF HOUSEHOLD,6,,,MOTHER IS A MEMBER OF HOUSEHOLD,7,,,NO,,,,,,,,,,,,,,,,,,,,0572-001
90-97-25-55,0572-001-003,11,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,4,SON/DAUGHTER,NOT PREVIOUSLY PRESENT,YES,31,YES,NO,6,0,TOO YOUNG,FATHER IS A MEMBER OF HOUSEHOLD,6,,,MOTHER IS A MEMBER OF HOUSEHOLD,7,,,NO,,,,,,,,,,,,,,,,,,,,0572-001
91-66-88-33,0573-001-001,1,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,79,HEAD,1,YES,31,YES,YES,,0,AGRICULTURE/LIVESTOCK,DEAD,,52,NO SCHOOL,DEAD,,50,NO SCHOOL,YES,POLYGAMOUS MARRIED,MULITPLE PREVIOUS MARRIAGES,TRADITIONAL,TRADITIONAL,,,YES,2,,,,YES,1,1,RUKWA,NKASI,LAND/PLOT,MWANZA,KWIMBA,0573-001
91-66-88-33,0573-001-001,2,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,58,SPOUSE,2,YES,31,YES,YES,,0,AGRICULTURE/LIVESTOCK,DEAD,,49,NO SCHOOL,LIVING OUT OF THE HOUSEHOLD,,,NO SCHOOL,YES,MONOGAMOUS MARRIED,IN FIRST MARRIAGE,TRADITIONAL,,,,YES,1,,,,NO,,1,RUKWA,NKASI,LAND/PLOT,TABORA,SIKONGE,0573-001
91-66-88-33,0573-001-001,3,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,24,OTHER RELATIVE (SPECIFY),5,YES,31,YES,YES,,0,AGRICULTURE/LIVESTOCK,DEAD,,18,NO SCHOOL,LIVING OUT OF THE HOUSEHOLD,,,DON'T KNOW,YES,MONOGAMOUS MARRIED,IN FIRST MARRIAGE,TRADITIONAL,,,,NO,,,,,YES,,1,RUKWA,NKASI,OTHER FAMILY REASONS,SIMIYU,MASWA,0573-001
91-66-88-33,0573-001-001,4,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,17,SON/DAUGHTER,7,YES,31,YES,YES,,0,AGRICULTURE/LIVESTOCK,FATHER IS A MEMBER OF HOUSEHOLD,1,,,MOTHER IS A MEMBER OF HOUSEHOLD,2,,,YES,NEVER MARRIED,,,,,,,,,,,,,1,RUKWA,NKASI,OTHER FAMILY REASONS,RUKWA,NKASI,0573-001
91-66-88-33,0573-001-001,5,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,14,SON/DAUGHTER,8,YES,31,YES,YES,,0,AGRICULTURE/LIVESTOCK,FATHER IS A MEMBER OF HOUSEHOLD,1,,,MOTHER IS A MEMBER OF HOUSEHOLD,2,,,YES,NEVER MARRIED,,,,,,,,,,,,,1,RUKWA,NKASI,OTHER FAMILY REASONS,RUKWA,NKASI,0573-001
91-66-88-33,0573-001-001,6,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,20,SON/DAUGHTER,9,YES,31,YES,YES,,0,AGRICULTURE/LIVESTOCK,FATHER IS A MEMBER OF HOUSEHOLD,1,,,MOTHER IS A MEMBER OF HOUSEHOLD,2,,,YES,DIVORCED,,,,,,,,,,,,,1,RUKWA,NKASI,BETTER SERVICES/HOUSING,RUKWA,NKASI,0573-001
91-66-88-33,0573-001-001,7,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,11,GRANDCHILD,10,YES,31,YES,NO,1,0,AGRICULTURE/LIVESTOCK,LIVING OUT OF THE HOUSEHOLD,,,COMPLETED PRIMARY,LIVING OUT OF THE HOUSEHOLD,,,NO SCHOOL,NO,,,,,,,,,,,,,,,,,,,,0573-001
91-66-88-33,0573-001-001,8,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,9,GRANDCHILD,12,YES,31,YES,NO,1,0,STUDENT,LIVING OUT OF THE HOUSEHOLD,,,COMPLETED PRIMARY,LIVING OUT OF THE HOUSEHOLD,,,NO SCHOOL,NO,,,,,,,,,,,,,,,,,,,,0573-001
91-66-88-33,0573-001-001,9,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,8,GRANDCHILD,13,YES,31,YES,NO,1,0,TOO YOUNG,LIVING OUT OF THE HOUSEHOLD,,,NO SCHOOL,LIVING OUT OF THE HOUSEHOLD,,,NO SCHOOL,NO,,,,,,,,,,,,,,,,,,,,0573-001
91-66-88-33,0573-001-001,10,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,7,GRANDCHILD,14,YES,31,YES,NO,1,0,TOO YOUNG,LIVING OUT OF THE HOUSEHOLD,,,NO SCHOOL,MOTHER IS A MEMBER OF HOUSEHOLD,3,,,NO,,,,,,,,,,,,,,,,,,,,0573-001
91-66-88-33,0573-001-001,11,**CONFIDENTIAL**,MALE,**CONFIDENTIAL**,**CONFIDENTIAL**,5,GRANDCHILD,16,YES,31,YES,NO,1,0,TOO YOUNG,LIVING OUT OF THE HOUSEHOLD,,,NO SCHOOL,MOTHER IS A MEMBER OF HOUSEHOLD,3,,,NO,,,,,,,,,,,,,,,,,,,,0573-001
91-66-88-33,0573-001-001,12,**CONFIDENTIAL**,FEMALE,**CONFIDENTIAL**,**CONFIDENTIAL**,4,SON/DAUGHTER,17,YES,31,YES,NO,1,0,TOO YOUNG,LIVING OUT OF THE HOUSEHOLD,,,NO SCHOOL,LIVING OUT OF THE HOUSEHOLD,,,NO SCHOOL,NO,,,,,,,,,,,,,,,,,,,,0573-001
